device_id,phone_brand,device_model
-1.57789E+18,??,??K3 Note
6.38316E+18,??,Ascend G7
-1.12433E+18,??,MI 3
-1.88338E+17,??,Galaxy Note 3
1.43593E+18,??,??
3.46266E+18,??,Galaxy A5
5.53671E+18,??,????4X
-7.73709E+18,??,MX3
-5.50785E+18,??,Galaxy S5
-3.87767E+18,??,P6
-3.82204E+18,??,??note
8.91645E+18,??,??note
-1.9995E+18,??,??
-7.29559E+18,??,????1
-1.3583E+18,??,??3C???
-6.99171E+18,??,F2
7.62332E+18,OPPO,R7
9.01004E+18,??,MI 4
2.10884E+18,??,C8815
-9.9329E+17,??,C8816
7.16475E+17,??,Galaxy S6
3.70226E+17,vivo,X5Pro
6.5978E+18,??,Mate
4.05063E+18,??,Ascend G7
-1.70254E+18,??,8702
6.26002E+18,??,Galaxy Note 2
6.20217E+18,??,Galaxy Note 2
-4.22368E+18,??,MX5
-2.40216E+18,??,??note
-3.17268E+18,??,MX3
1.68242E+18,??,G3818
-2.75425E+18,??,A3800d
5.69468E+18,??,Galaxy Note 3
-4.79059E+18,??,MI 3
-1.6752E+18,??,??note
5.35255E+17,??,MX4
3.31901E+18,??,VIBE X2
7.25448E+18,??,Galaxy Note 3
-5.56065E+18,vivo,X5SL
-6.23345E+16,??,??F1Plus
2.80607E+18,??,MI 4
-7.76719E+18,??,Galaxy S4
-9.02422E+18,??,??Note2
6.1013E+18,??,Galaxy Grand 2
6.92923E+18,??,??2A
7.65829E+18,?? ,Q505T
-8.02865E+18,??,Galaxy Note 3 Lite
-1.10583E+18,??,????4X
5.13383E+18,??,??note
8.09375E+18,??,??3C
-7.4967E+18,??,S810t
-1.92101E+18,??,MI 4
3.83411E+18,??,??note
-3.32551E+17,????,Moto G
-8.51821E+17,??,F2
5.09959E+18,??,V182
4.10958E+18,??,A1
9.75878E+17,??,????4X
2.43224E+18,??,??6
8.05312E+18,??,Galaxy Tab 3 7.0
-1.78551E+18,??,8705
7.73843E+18,??,Mate 7
5.89041E+18,??,R1
8.05522E+18,??,C8818
5.29979E+18,??,Galaxy Grand 2
5.46709E+18,??,MI 3
7.33768E+18,??,??
-4.21571E+18,??,UIMI3
5.80232E+18,??,Galaxy Tab 3 8.0
-1.96902E+18,??,Ascend P7
4.82781E+18,??,MI 3
-7.26879E+18,??,5956
7.24193E+17,??,????4X
-5.95852E+18,??,Galaxy S3
-3.27127E+18,??,Galaxy Note 3
-8.61781E+18,??,MX2
4.04266E+18,??,Galaxy Grand
-4.89874E+18,??,Galaxy S5
1.19273E+18,??,Galaxy Note 2
3.18339E+18,??,Galaxy Note 3
3.3086E+18,OPPO,A31
4.78076E+17,??,Galaxy Note 3
-1.90956E+18,??,A3
-9.08446E+18,??,MI 2S
-6.52957E+18,??,Galaxy Trend 2
6.69155E+18,??,??note
-6.02463E+18,OPPO,N1 Mini
-6.61215E+18,??,????4X
-1.67634E+18,??,MI 2S
5.27879E+18,??,??Note 2
9.09764E+18,vivo,X3L
6.7005E+18,??,Galaxy Note 3
-8.03037E+17,??,??note
8.91059E+18,??,??F1
7.61843E+18,??,??6 Plus
3.20706E+18,OPPO,U705T
-2.33935E+18,??,Galaxy Grand
3.49735E+18,OPPO,Find 5
-5.80695E+18,??,????4C
8.97016E+18,vivo,X5SL
4.68947E+18,??,??F1Plus
4.38081E+18,??,Galaxy Grand DUOS
6.02014E+18,??,G7200
4.57497E+18,??,5891
2.2958E+18,??,??
3.38358E+18,??,??note
-7.38699E+18,??,Mate 7
-7.83881E+18,??,Ascend G7
8.33694E+18,??,Galaxy Mega 6.3
-2.39675E+18,??,GN705
-2.66145E+18,??,????4X
5.9633E+18,??,MI 4
6.37947E+18,??,MX5
8.47995E+18,??,A680
5.44579E+18,??,????4C
-1.2965E+18,??,??1S
9.85344E+17,OPPO,N1 Mini
-8.59979E+18,HTC,Desire 826
-8.68583E+18,??,Galaxy Win
-1.42586E+18,??,G660-L075
7.95243E+18,??,??note
3.22527E+18,??,??6
-3.48729E+18,??,S7568I
-9.27822E+17,??,T91
-8.05225E+18,??,G610S
-8.34117E+18,vivo,Xplay
-2.88942E+18,??,??6 Plus
-4.02288E+17,vivo,Y20T
-2.21053E+18,??,MI 2
3.90934E+18,??,??3C
-3.6642E+18,??,Galaxy Note 3
-7.80058E+18,??,??note
-1.25137E+18,????,TALK 7X??
-7.76754E+18,??,Galaxy Note 10.1 2014 Edition P601
3.65249E+18,vivo,Y11
-8.18746E+18,??,????4X
5.96064E+18,??,??note
-9.1271E+18,OPPO,R819T
7.13722E+18,OPPO,R831T
8.41585E+18,OPPO,R1C
4.44199E+16,??,Galaxy A7
1.23017E+18,??,Galaxy Grand 2
-6.0835E+18,??,Galaxy Mega 5.8
3.09142E+18,??,??Note 2
-9.80856E+17,OPPO,R7
1.12393E+18,vivo,X5L
-8.98849E+18,vivo,Xplay
-9.96684E+17,??,MI 2S
5.76399E+18,vivo,X5M
-2.52183E+18,??,??K3
-1.16805E+18,??,??Pro
-1.92307E+18,??,??6 Plus
5.97754E+18,??,??6
7.83007E+18,??,Ascend G6
5.60134E+17,??,????4C
-2.69777E+18,??,Ascend G7
5.77702E+18,OPPO,R827T
-7.11972E+18,??,??2
1.26784E+18,??,Galaxy S4
3.80502E+18,??,Galaxy Win
5.2186E+18,??,??3X
-7.16021E+17,OPPO,R3
-6.03101E+18,OPPO,A31
4.77618E+18,??,MX4
-2.13745E+18,??,F2
-5.58781E+18,vivo,X5V
-4.80856E+18,??,MX2
8.43887E+18,vivo,S7I
3.35489E+18,??,Galaxy S4 Mini
4.06992E+18,??,Ascend P8
-3.23332E+17,??,??3C
-2.35911E+18,?? ,G718C
-5.77555E+16,??,??note
6.71658E+18,??,??F1Plus
-8.76385E+18,??,Y600-U00
-3.04271E+18,??,????A8
-2.69364E+18,??,??1S
-5.45456E+17,??,??note
8.08175E+18,??,MI 2S
-2.33602E+18,??,E912S
2.46493E+18,??,Galaxy A7
-7.84066E+18,??,Galaxy S3
3.72341E+18,??,??note
4.60538E+18,OPPO,R819T
-8.08268E+18,??,Galaxy S5
1.18629E+18,??,G520-T10
-2.83775E+18,??,Galaxy S5
-7.84905E+18,??,????1
-1.45356E+18,OPPO,R7
6.0219E+18,??,Y1
-7.69627E+18,??,????4
2.19794E+18,vivo,Xperia Z
1.77011E+17,??,Galaxy Note 3
1.8995E+18,??,Galaxy Grand 2
5.73131E+18,??,T1
-8.74957E+18,OPPO,R831S
-6.02364E+18,??,??6
2.57741E+18,??,??note
5.57921E+18,??,????4C
-2.72202E+18,OPPO,R815T
-2.98597E+18,??,??
6.67354E+18,??,??6 plus
-8.22271E+18,??,Galaxy Note 2
1.7193E+18,??,Galaxy Note 3
6.9852E+18,??,8702
8.85966E+18,??,????4X
-2.4572E+18,vivo,X3T
3.31385E+18,??,Galaxy Note 2
-6.63493E+18,??,MX4 Pro
5.75793E+18,vivo,Xplay3S
3.89785E+18,??,Galaxy Note 3
-5.40244E+18,??,????4C
-2.81252E+18,??,??F1
-1.31727E+18,??,????4X
5.92722E+18,??,??Note 2
1.75311E+17,??,??2
3.9167E+18,OPPO,R7
-8.42199E+18,??,??note
-2.46812E+18,??,Mate 7
4.64135E+18,??,??1S
1.47172E+18,??,??W808
-3.21043E+17,??,5951
-6.32603E+18,??,??3C
-7.13635E+18,??,MX4
3.11518E+18,vivo,Y622
-8.55211E+18,??,MI 4
3.22687E+18,????,TALK 7X??
-7.69872E+18,??,G660-L075
1.84934E+18,vivo,Y13
3.55238E+18,??,??3X???
-2.4614E+18,??,Galaxy S2 HD LTE E120S
3.73278E+18,??,G610T
2.67092E+18,vivo,X3T
3.54893E+18,??,??note
5.38662E+18,??,MI 4
-8.02232E+18,??,MI 3
8.39448E+18,??,??6 Plus
3.65459E+18,???,Z9 mini
4.1229E+18,??,MX5
3.60811E+18,??,MI One Plus
6.42947E+18,??,??NOTE
-3.48362E+18,??,Mate 7
-5.86852E+18,??,Mate 7
-7.34303E+17,??,Ascend P6
2.86E+17,??,??note
8.43128E+18,??,Galaxy S6
6.50019E+18,??,Ascend P7
-4.18182E+17,??,MI 4
7.80549E+18,??,Galaxy Ace 3
6.53305E+18,vivo,Y913
-6.63802E+18,??,??? X3
-4.81747E+18,vivo,X5Max+
-2.24085E+18,??,MI 3
-6.85444E+18,??,Galaxy Grand 2
-6.56967E+18,??,MI 2S
-3.7831E+18,OPPO,R1C
-5.30915E+18,??,Galaxy Grand 2
3.74968E+18,????,Defy+
4.09092E+18,??,MI 4
7.89487E+17,??,Galaxy Mega 5.8
-2.38163E+18,??,??6
-7.76388E+18,??,????4C
1.07926E+18,??,Galaxy S4 Zoom
-1.3884E+18,??,??2A
4.76026E+18,??,MX3
-9.21877E+18,??,??note
-1.63761E+18,vivo,Y13
-7.72415E+18,??,MI 4
5.74851E+18,??,Galaxy Trend DUOS 2
-2.53507E+18,??,??6
4.45254E+18,??,U9508
-2.04488E+17,??,MI 3
-5.38926E+18,vivo,Y18L
8.87526E+18,??,Galaxy Note 4
5.4595E+18,??,????4C
2.39564E+18,??,Mate 2
1.97299E+18,??,MI 3
5.62084E+18,vivo,Xperia S
4.45134E+18,??,F2
-1.92572E+18,??,VIBE X2
8.10495E+18,??,??Note 2
-2.78512E+18,??,Ascend G700T
-5.46243E+18,??,Galaxy Note 2
2.46611E+18,??,MI 2
-8.53293E+18,??,7269
-1.99907E+17,??,MX2
7.05249E+18,??,Galaxy Win
-6.94288E+18,??,??3C
-7.75572E+18,??,MX4 Pro
8.38067E+18,??,Galaxy Grand 2
-4.82616E+18,??,??NOTE
-4.85657E+18,??,??6 Plus
-8.07152E+18,??,Galaxy Note 3 Lite
6.12298E+18,??,8729
-2.91291E+18,??,MI 2A
3.62679E+18,??,??3
5.32944E+18,??,Galaxy Note 3
-1.82306E+18,??,E6T
1.86786E+18,??,??3C
-1.73026E+18,??,Galaxy Note 2
2.37809E+18,??,Galaxy Win
-7.52081E+18,??,Galaxy S3
-6.4179E+18,??,MI 3
9.04504E+17,??,A398t+
-3.57814E+18,??,MI 2S
4.66152E+17,vivo,Y22
-2.25362E+17,??,A380t
-7.89908E+18,vivo,X5Pro
7.25985E+18,??,????4X
-1.00195E+18,??,??note
7.85581E+18,vivo,X5M
-3.37165E+18,??,Galaxy Note 3
-6.12576E+18,??,??
-2.18651E+17,??,??6 Plus
6.42551E+18,??,??note
7.36509E+18,vivo,X5Max
9.61804E+17,vivo,S11T
-5.53676E+18,vivo,Y27
-8.60763E+18,??,MI 1S
-7.08927E+18,??,Galaxy Note 3 Lite
7.18825E+18,??,Galaxy Note 4
-8.87285E+18,??,2016? Galaxy A9
1.50503E+18,??,Ascend P6
-7.76386E+18,??,Galaxy Note 3
2.21781E+18,??,V185
2.91077E+18,LG,Optimus G Pro
2.251E+18,??,MI 3
6.81223E+18,OPPO,Find 5
9.12339E+18,??,MX3
1.33335E+18,vivo,Y22IL
-4.22651E+18,??,Galaxy Note 2
9.64916E+17,??,MI 2S
-2.12741E+18,??,P8 Lite
-8.79245E+18,??,MX4 Pro
-5.27553E+17,??,??F1
-4.46234E+18,??,Ascend P7
-7.97747E+18,??,Galaxy S4
7.29008E+18,OPPO,R6007
-4.3753E+18,vivo,Xperia C
2.60371E+18,??,??note
-6.32614E+18,??,Galaxy S4
-7.67563E+18,??,??Note 2
-2.87124E+18,??,Galaxy Note 3
-3.95038E+18,??,G3818
-4.32039E+17,??,Galaxy S4 Mini
-1.82484E+18,vivo,Y33
-4.38622E+18,?? ,Q201T
3.47107E+18,OPPO,Find 5
8.97684E+18,??,Galaxy Grand 2
8.55655E+18,??,??note???
-2.14681E+18,??,A820
7.438E+18,??,MI 2S
8.20416E+18,??,??F2
-3.73913E+18,??,G3588V
-1.56378E+18,??,Mate 7
3.18544E+18,??,??3X???
8.19894E+17,???,Z5S Mini
2.5911E+18,??,??6
6.64574E+18,??,??6
-2.20453E+18,vivo,X5SL
3.06809E+18,??,??note???
3.43547E+18,TCL,J636D+
-8.88404E+17,??,S5.1
4.56139E+18,TCL,ono
4.93526E+18,??,E3
-4.43619E+18,??,MI 4
5.69005E+18,??,9976A
2.74102E+18,????,A1
-7.97886E+18,??,Galaxy Note 3
-2.61849E+18,HTC,Desire 820
3.05636E+18,??,MX4 Pro
1.53524E+18,??,????4X
-6.51543E+18,??,??note
3.26723E+18,HTC,One
7.19457E+18,??,MI 2A
-1.52541E+18,??,Galaxy Note 3
-1.88256E+18,??,5930
3.31799E+18,??,??note
5.60203E+18,??,note???
2.08881E+18,vivo,Y27
-6.39455E+18,??,MI 3
5.66505E+18,??,Ascend P8
-7.51621E+18,??,S920
6.23557E+17,??,????4X
6.33832E+18,??,Galaxy S4
2.98863E+18,??,V183
5.49396E+18,??,??NOTE
5.83187E+17,??,9190l
2.16646E+18,OPPO,R1S
-8.0412E+18,??,??note
-6.32625E+18,??,Galaxy S2
-6.16877E+17,??,Galaxy Note 3
1.16494E+18,HTC,Desire S
-3.42213E+18,vivo,Y15
-5.37539E+18,??,??note
-5.1209E+18,??,????4X
6.99291E+18,??,Galaxy Note 2
9.03304E+18,??,Galaxy Note 3
3.7165E+18,??,??3X???
8.60026E+18,OPPO,R823T
3.58678E+18,??,Galaxy S6
5.24838E+17,??,V923
4.77712E+18,??,Mate 7
6.77302E+18,vivo,X5Pro
-7.12979E+18,??,MX4 Pro
6.92961E+18,??,Galaxy S2
-8.87017E+18,vivo,Y18L
-4.89957E+18,??,??7
-5.61025E+18,??,??
-2.58576E+18,OPPO,U707T
2.88892E+18,??,??note
-3.05415E+18,??,Mate 2
6.29535E+18,??,Galaxy S5
-5.83157E+18,??,P8 Lite
3.97392E+17,??,MX4
-3.23675E+18,OPPO,R7
-2.98814E+18,???,T13
-3.26311E+17,??,MI 2S
-5.9426E+18,??,Galaxy Note 3
7.64821E+18,??,MI 4
-2.35785E+18,??,Ascend P7
3.53166E+18,??,Galaxy Win
5.46876E+17,??,Ascend P7
6.71799E+17,??,??
1.62382E+18,??,??note
7.79236E+18,vivo,Y22L
-2.49917E+18,??,5263
-4.5127E+17,??,??2
9.62809E+17,OPPO,A31
-7.4346E+17,??,??NOTE
4.63192E+18,??,????4X
-5.97158E+18,??,??note
-6.2217E+18,??,MI 2S
3.37827E+18,??,??3X???
-1.10265E+18,??,??6
-3.3771E+18,??,UIMI3
3.60696E+18,??,??F2
4.45586E+18,??,Galaxy S4
7.3177E+18,??,??6 Plus
3.28728E+18,??,MX2
-5.37697E+18,???,S1
8.90147E+18,??,MX4
-2.80007E+18,??,Ascend G7
-8.2276E+18,??,??K3 Note
-5.69845E+17,??,Galaxy S4
2.12381E+18,vivo,Y923
5.76718E+18,??,7296
-8.648E+18,??,GN9002
6.36006E+18,??,MI 2S
6.67286E+18,?? ,Q701C
-3.0026E+18,OPPO,R7 Plus
-8.47089E+18,??,??note
6.78099E+18,??,??6 Plus
-5.50634E+17,??,Galaxy S3
-6.28751E+18,??,MI 4
5.63773E+18,??,Galaxy A7
-2.06362E+18,??,8730L
-4.53723E+18,??,Galaxy Grand 2
5.49351E+18,??,Ascend P7
-4.28166E+18,??,????4C???
4.92839E+18,??,MI 2
5.38297E+18,??,MX4
-4.36222E+18,??,??2
-2.82096E+18,HTC,T329t
1.21165E+18,??,Galaxy S3
5.12799E+18,??,??6 Plus
-1.77868E+18,vivo,Y11IT
8.56367E+18,OPPO,R7
-1.59364E+18,??,Galaxy S3
-7.63817E+18,??,MI 4
4.02971E+18,??,G610T
2.807E+18,??,MI 4
-2.45164E+18,??,????4C
6.88739E+17,??,??NOTE
-9.67151E+17,??,??note
3.96252E+18,vivo,Y11IW
-8.8782E+18,??,??note
-3.9465E+16,??,Galaxy S2
2.2845E+18,??,C8818
-3.09035E+18,vivo,Y15
3.36478E+18,??,S890
-7.54292E+18,vivo,X5Pro
6.03588E+18,??,F2
7.25746E+18,??,??F1
1.82351E+17,??,Y516
-8.56374E+18,??,MI 2S
-3.21539E+18,??,??note
3.51954E+18,??,??1S
8.79575E+18,??,MI 3
-3.90821E+18,??,Galaxy S3
-6.03964E+18,??,??3X???
6.42502E+18,HTC,T528t
4.27493E+17,??,??2
7.65364E+18,??,Galaxy Note 3
8.379E+18,OPPO,3007
7.27634E+15,vivo,X5L
8.0167E+18,??,MI 4
8.17624E+18,??,MI 2S
5.9103E+18,vivo,Y17T
-6.40242E+18,??,Q7
9.9211E+17,??,??K3
-5.10624E+18,??,Galaxy Win
7.68863E+18,??,Mate 7 ???
2.86399E+18,HTC,Desire 7088
2.00494E+18,vivo,Y17T
2.47162E+18,??,??Note 2
-3.85824E+18,??,??note
-2.33968E+18,??,VIBE Z
1.85958E+18,??,Ascend P7
9.71515E+17,??,??2A
7.67562E+18,??,Galaxy S3
7.59835E+18,??,MI 3
-8.83418E+18,??,Galaxy Note 2
-8.70125E+17,??,??6 Plus
-3.42025E+18,??,??note
7.81767E+17,??,Galaxy Note 3
-1.51344E+18,??,??7
-6.11183E+18,??,MX4
2.58725E+18,??,G610T
-8.76922E+18,??,Ascend G700T
-7.25154E+18,??,Galaxy Note 3
-1.36286E+18,??,MI 4
9.63853E+16,??,A880
4.79227E+18,??,Galaxy A8
1.05346E+18,??,??note
-2.37634E+18,??,MX3
5.16928E+18,??,Galaxy A3
-1.67578E+18,???,????
4.96348E+18,vivo,X3L
-6.39446E+18,??,Galaxy Note 3
5.87207E+18,LG,P970
1.64542E+17,OPPO,1105
-7.97656E+18,??,Galaxy Note 2
-5.29367E+18,??,Galaxy Note 2
3.98652E+18,??,7296
2.21726E+18,??,??6
5.99185E+18,??,Ascend P8
-1.05844E+18,??,Mate 7
3.21546E+18,vivo,Y28L
-3.5469E+18,??,????4C
5.38302E+18,??,UIMI4
-7.85086E+18,??,??2
2.57437E+18,??,Galaxy Grand
-3.12478E+18,??,Mate 7
5.87492E+18,??,P8 Lite
-2.31176E+18,OPPO,R1C
-3.96971E+18,??,Ascend P7
-6.21897E+18,??,T1
6.01894E+18,??,A770e
-8.48244E+18,LOGO,M2
-8.86487E+18,??,Galaxy S4
-1.26344E+18,??,??7
-7.84214E+18,vivo,X3T
1.86387E+18,vivo,X5Pro
8.52207E+18,??,G7200
-7.8129E+18,OPPO,R7
7.4096E+18,OPPO,U705T
-6.6668E+18,??,????4
-3.44374E+18,??,5263
7.85991E+18,??,C8815
-1.68E+18,OPPO,R7 Plus
4.84072E+18,??,Ascend P7
7.90779E+18,??,??X2
2.78506E+18,??,Galaxy Note 3
-4.44994E+18,??,MI 4
1.33234E+18,??,N821
2.56391E+18,vivo,Xperia C3
-3.64915E+17,??,S7
-6.93778E+18,OPPO,R5
-7.67062E+18,??,Galaxy Note 3
6.58487E+18,??,MX5
4.39142E+18,vivo,Xplay
6.29975E+18,??,7620l
-8.5489E+17,??,S5.5L
-4.50418E+18,vivo,Xperia Z1 ???
4.96026E+18,??,8122
8.26871E+18,HTC,Desire 610t
7.42269E+18,vivo,X5Pro
3.2006E+18,??,Galaxy Note 3
-8.66622E+18,??,MX5
-2.49912E+18,??,Galaxy Mega 6.3
-2.2426E+18,??,??note
1.98383E+18,??,Mate 7
-6.836E+18,??,??Note 2
6.61275E+18,vivo,X5Max+
4.4361E+18,??,MI 4
-1.03256E+18,vivo,Y927
7.32081E+18,??,Mate 7
-4.90093E+18,TCL,P331M
4.536E+18,vivo,Y17T
-9.30371E+17,??,Galaxy Note 2
1.00963E+18,??,??2A
-6.35215E+18,??,X1 7.0
-8.04992E+18,??,??note
-7.18929E+18,??,P51
-9.06696E+18,vivo,Y20T
8.71582E+18,??,Galaxy Trend 3
1.38536E+18,??,MX2
-6.55445E+18,??,A630
-4.44164E+18,??,??6
6.43403E+18,??,??3C???
-4.2161E+18,??,??note
6.5053E+18,vivo,X1ST
-3.3103E+18,??,Ascend P6
5.97047E+18,??,??note
6.62934E+18,??,Galaxy A7
-3.83988E+18,??,P6
1.67792E+18,??,Two
5.14977E+18,??,??NOTE
-7.09067E+16,??,T60
5.0318E+18,??,Galaxy S3
7.87006E+18,??,Mate 7
4.94645E+18,??,Galaxy Note 2
7.8165E+18,??,Galaxy Note 4
1.70037E+18,??,Galaxy Note Edge
-3.09048E+18,??,??NOTE
8.87069E+18,??,Galaxy Note 2
2.25765E+18,??,MX4 Pro
-2.26337E+17,??,MI 4
-3.02686E+17,vivo,X5M
-1.06441E+18,??,Galaxy S5
-1.61475E+18,OPPO,R6007
-3.36631E+18,??,????1
3.57919E+18,??,????4
8.33029E+18,OPPO,R811
4.54882E+18,??,K900
-5.06693E+18,??,MX3
-1.86687E+18,??,??note???
-1.52829E+18,??,MX5
-2.98251E+18,??,??Note2
-8.86646E+17,??,Galaxy Note 3
1.8517E+18,??,MT1-U06
-8.36325E+18,??,??note
3.16753E+18,vivo,X3L
8.4533E+18,OPPO,R831S
8.90046E+17,??,??6
-8.61823E+18,?? ,G717C
8.54492E+18,??,MI 4
-2.96804E+18,??,A368t
-7.07779E+18,??,??note
4.54939E+18,??,Ascend G7
8.43506E+17,??,??NOTE
-5.86636E+18,??,??7
7.43083E+18,?? ,??1?
2.13152E+18,??,??4A
8.34465E+18,??,Galaxy Note 2
-3.16468E+18,??,??note???
-7.09163E+18,??,Galaxy S4
-3.63752E+18,??,8720L
-7.83579E+18,??,??X2
-8.42728E+18,??,??F1Plus
-6.01839E+17,??,??K3 Note
-2.82522E+18,??,Galaxy S5
5.15251E+18,??,HN3-U01
2.72624E+18,??,??3C
-7.62165E+18,vivo,X5M
4.80922E+18,??,MI 2S
-8.33231E+18,??,Galaxy S3
9.02949E+18,??,A678t
8.38354E+18,??,Mate 7
4.92919E+17,??,Galaxy Win
4.57552E+18,TCL,P301M
8.236E+18,OPPO,R3
-2.08935E+18,??,Galaxy Note
2.14971E+18,??,??note
-1.8221E+18,??,MI 4
-8.84178E+18,??,MX5
-2.47192E+18,??,MX4 Pro
-3.16258E+18,OPPO,N1 Mini
6.07186E+18,??,C8818
-1.66914E+18,?? ,??V5
7.59696E+18,??,????4C
-1.32843E+18,??,????4X
7.38717E+18,??,A858t
8.1052E+18,??,MX5
-7.99166E+18,??,??note
4.25124E+18,??,Galaxy Core Mini
-4.61036E+18,??,????4C
6.07408E+18,??,MI 4
-8.16525E+18,OPPO,R831T
1.54E+18,??,??3C???
6.02268E+18,vivo,X3L
-2.6202E+18,??,MI 4
-5.58195E+18,??,P780
6.44132E+18,??,??2
-2.01239E+18,??,Galaxy Note 3
4.55466E+18,??,MI 2S
2.49687E+18,??,Mate 7
2.14384E+18,??,??note
1.7714E+17,OPPO,R7 Plus
-4.34262E+18,??,MX4
3.96927E+17,??,7295+
-3.11218E+18,??,Galaxy Note 4
-8.44825E+18,??,???
2.10892E+18,??,F2
3.15414E+18,??,Galaxy S4
3.65029E+18,TCL,idol X
-8.9948E+18,??,??Note2
-8.8138E+18,??,Galaxy S6
-3.00232E+18,??,Galaxy S6
-1.5786E+18,??,F2
-7.31334E+17,??,??note
-1.24136E+18,??,MI 3
5.34422E+17,??,Galaxy Note 3
-5.46588E+18,??,Galaxy Win
-9.19302E+18,??,Galaxy Note 2
-3.99504E+18,??,Mate 7
-8.31059E+18,??,??6
-2.64893E+18,??,MX2
4.74174E+18,??,??Note3
-5.97748E+18,??,??
-7.41257E+18,??,??7
7.3802E+18,??,Galaxy J5
-3.47156E+18,??,??
-8.80513E+18,OPPO,1107
-1.75501E+18,??,??note
1.72591E+18,??,G610T
7.36771E+18,??,???Note
-3.50102E+18,??,????4X
1.32692E+18,??,Galaxy Grand 2
-4.05314E+18,??,G610T
-3.18456E+18,vivo,Xplay
-3.39684E+18,??,??note
6.34275E+18,??,??Note 2
-6.76179E+18,??,C8816
-4.95076E+18,??,One
-1.34717E+18,??,??2
6.77984E+18,OPPO,A51
6.16496E+17,??,Ascend P8
7.34498E+18,LG,G4
-4.0835E+18,??,??note???
-7.12192E+18,??,??Note2
-7.52448E+18,??,??1S
7.75577E+18,??,A708t
5.19852E+18,OPPO,R7 Plus
-1.19789E+18,vivo,Y13L
8.54805E+18,??,MX5
1.94908E+18,?? ,V5S
-6.48655E+18,??,??6
4.57422E+17,??,Galaxy Mega 2
2.24144E+18,??,MX4
1.52479E+18,??,Galaxy S3
-7.52065E+18,vivo,X5Pro
-5.58986E+18,??,??Note3
1.21249E+18,OPPO,R7 Plus
-7.9438E+18,??,MI 4
-7.21572E+18,HTC,T329t
7.46805E+18,??,??6
-4.96228E+17,??,Galaxy S6 Edge
8.68615E+18,??,Galaxy A5
1.96037E+18,??,??F1Plus
-6.5649E+18,??,P8 Lite
-6.29913E+18,OPPO,3007
3.94417E+18,??,MI 3
-8.69896E+18,??,??Note 2
-8.73025E+18,OPPO,N1 Mini
-1.46574E+18,OPPO,R7
7.51305E+18,??,????1
-9.0158E+18,??,Galaxy S5
4.89075E+18,??,??Note 2
-8.87677E+18,??,Galaxy S3 Neo+
8.00249E+17,??,??????S8
9.14492E+18,??,Galaxy Grand 2
-2.69248E+18,??,U9508
5.09032E+18,??,F2
-1.49737E+18,??,Galaxy Trend DUOS 2
7.75799E+18,??,??note
-7.12632E+18,??,????4C
-3.04281E+18,??,????4X
-5.08975E+18,??,??6
5.1028E+17,??,??Note3
-1.00273E+18,??,ZenFone 2
-4.88042E+18,OPPO,R5
-7.90806E+18,??,??F2
7.6118E+18,??,Galaxy Note 4
3.55446E+18,??,??note
-4.51464E+18,OPPO,R7
-7.02838E+18,OPPO,R7
-8.42658E+18,vivo,Xperia C
2.36286E+18,??,ELIFE E3T
3.56852E+18,??,??2A
-4.56945E+18,??,??note
-3.79167E+17,OPPO,R7
-3.55644E+18,vivo,X3V
-3.27956E+18,??,????1
8.6186E+18,OPPO,R7s
9.5084E+17,??,??2
-4.40442E+18,??,MX3
-6.07643E+18,??,Mate 7
5.17506E+18,??,U9508
-1.35949E+18,vivo,Y13
-5.56795E+18,??,Galaxy S4
3.9583E+18,??,??3C
7.28879E+18,OPPO,R8000
2.21334E+18,vivo,Y27
-1.33403E+18,??,MI 2S
-8.85189E+18,??,??Note 2
2.40442E+18,??,??6
2.86242E+18,OPPO,R7
8.89225E+17,??,Touch 2
1.80736E+18,??,???
-3.15011E+18,??,??note
3.73049E+18,??,??3C???
-7.25378E+16,??,P8max
-4.74428E+18,??,MI 2S
-3.38936E+18,OPPO,6607
5.70096E+18,??,Galaxy S6 Edge
-7.85914E+17,??,??6
-5.08299E+18,??,??1S
-2.66007E+18,??,Galaxy Note 3
-7.23717E+18,OPPO,R7 Plus
-3.01091E+18,vivo,Y913
-6.55758E+18,??,D557
-7.58295E+17,??,X1 7.0
3.37123E+18,??,MI 4
-3.99809E+18,??,Ascend P7
-8.21384E+18,vivo,X3L
5.52874E+18,?? ,Q519T
-5.12079E+18,vivo,X5Pro
6.33538E+18,??,P8 Lite
2.1952E+18,??,??Note 2
-7.12106E+18,??,Galaxy A5
5.83118E+18,??,??2
4.31046E+18,??,D500
5.07366E+18,??,Galaxy S4
8.06552E+18,??,??Note 2
7.8596E+18,??,G620-L75
-2.20955E+18,OPPO,R7 Plus
-6.74352E+18,??,??note
-2.56801E+18,vivo,Y17T
3.38684E+18,??,Mate 7
7.66452E+18,OPPO,R2017
-3.42909E+18,??,R1
-2.71097E+18,OPPO,R5
-2.28487E+18,vivo,S7I
3.90147E+18,??,Galaxy Tab 2 P3100
-5.04145E+18,??,Galaxy A7
-1.12902E+18,??,??2A
-8.498E+17,??,Galaxy S4
5.45685E+18,??,Galaxy Note 3
5.05862E+18,??,??X7
-7.04918E+18,??,S7566
7.1624E+18,??,G730-L075
4.05961E+18,??,T1
-6.74463E+18,OPPO,R7 Plus
2.32352E+18,??,Galaxy S4
-3.40522E+18,??,MI 4
4.01629E+18,OPPO,3007
-8.35112E+18,??,MX4
